DBA Name,Facility Type,Risk,Zip,Inspection Date,Inspection Type,Latitude,Longitude,Location,Results
TACO BURRITO KING,Restaurant,Risk 1 (High),60607,9/11/2014,Canvass,41.8766979,-87.63354314,"(41.876697903610385, -87.63354313948199)",Pass
SON OF A BEEF,Restaurant,Risk 2 (Medium),60608,9/11/2014,License,41.84560861,-87.6953878,"(41.84560861006466, -87.69538780161594)",Fail
HIBACHI SEAFOOD BUFFET,Restaurant,Risk 1 (High),60617,9/11/2014,Canvass Re-Inspection,41.68105296,-87.53667487,"(41.68105296497677, -87.53667486938006)",Pass
DOVE'S LUNCHEONETTE,Restaurant,Risk 3 (Low),60622,9/11/2014,License Re-Inspection,41.90955014,-87.67729271,"(41.90955013711738, -87.67729270632059)",Pass
DOVE'S LUNCHEONETTE,Restaurant,Risk 1 (High),60622,9/11/2014,License Re-Inspection,41.90955014,-87.67729271,"(41.90955013711738, -87.67729270632059)",Pass
ST. THOMAS OF CANTERBURY PARISH,School,Risk 1 (High),60640,9/11/2014,Canvass Re-Inspection,41.96990725,-87.65609086,"(41.96990725376681, -87.65609085725133)",Pass
TUMBAO BAR & GRILL,Restaurant,Risk 1 (High),60647,9/11/2014,Canvass,41.91728582,-87.70753407,"(41.91728582124535, -87.707534074446)",No Entry
ACAPULCO ALEGRE,Restaurant,Risk 1 (High),60639,9/11/2014,Canvass Re-Inspection,41.92418126,-87.75890768,"(41.92418125671169, -87.75890768328937)",Pass
LA ESPERANZA,Grocery Store,Risk 1 (High),60623,9/11/2014,Canvass,41.83881606,-87.71356486,"(41.83881606238869, -87.71356485651883)",Pass
DUNKIN DONUTS,Restaurant,Risk 2 (Medium),60619,9/11/2014,Short Form Complaint,41.75143029,-87.61511273,"(41.75143029426537, -87.61511273361538)",Pass w/ Conditions
BUILDING BLOCKS LEARNING ACADEMY,Daycare (2 Years),Risk 1 (High),60621,9/11/2014,License,41.768828,-87.65260541,"(41.768827997910584, -87.65260540548795)",Pass
LA PALAPA INC.,Restaurant,Risk 1 (High),60608,9/11/2014,Complaint Re-Inspection,41.83231584,-87.67538617,"(41.83231583815303, -87.67538616782451)",Pass
HOLY FAMILY LUTHERAN SCHOOL,School,Risk 1 (High),60624,9/11/2014,Canvass,41.86988498,-87.7113089,"(41.86988498075887, -87.7113088987269)",Pass
D.O.C. WINE BAR,Restaurant,Risk 1 (High),60614,9/11/2014,Canvass,41.92965482,-87.64312759,"(41.92965482376894, -87.64312758987808)",Pass
LEARN CHARTER SCHOOL,School,Risk 2 (Medium),60624,9/11/2014,Canvass,41.86725283,-87.71071543,"(41.86725283075258, -87.71071543163193)",Pass
SWIG,Restaurant,Risk 1 (High),60622,9/11/2014,Canvass,41.9086895,-87.67460456,"(41.90868950334511, -87.67460455772613)",No Entry
ANTHONY'S DOLLAR AND MORE,Grocery Store,Risk 3 (Low),60623,9/11/2014,Canvass,41.85156568,-87.71383534,"(41.85156567840713, -87.71383534266239)",Out of Business
SANTULLO'S EATERY,Restaurant,Risk 1 (High),60622,9/11/2014,Complaint Re-Inspection,41.91038686,-87.67683124,"(41.91038685926323, -87.67683123852463)",Pass
CAFE 353,Restaurant,Risk 1 (High),60654,9/11/2014,Canvass,41.88896196,-87.63090677,"(41.88896195675864, -87.63090677238614)",Pass w/ Conditions
EAST BANK CLUB,Restaurant,Risk 1 (High),60654,9/11/2014,Canvass,41.8906843,-87.63939528,"(41.89068430238799, -87.63939528336996)",Pass w/ Conditions
NUEVO CHAPALA RESTAURANT,Restaurant,Risk 1 (High),60617,9/11/2014,License,41.70263353,-87.53747594,"(41.702633526386265, -87.53747594423294)",Pass
THE PREVIOUS ADMINISTRATION,Restaurant,Risk 2 (Medium),60647,9/11/2014,Canvass Re-Inspection,41.93213749,-87.70712865,"(41.932137486888465, -87.70712865003266)",Pass
JJ FISH & GROCERY INC.,RESTAURANT/GROCERY STORE,Risk 2 (Medium),60629,9/11/2014,License,41.76443109,-87.69296412,"(41.764431087792644, -87.69296412238828)",Pass
TAQUERIA LA CANTERA,Restaurant,Risk 1 (High),60632,9/11/2014,License,41.81530744,-87.68937057,"(41.81530744466398, -87.68937057160636)",Fail
THE GALLERY CAFE,Restaurant,Risk 2 (Medium),60622,9/11/2014,Canvass,41.91067167,-87.67251693,"(41.910671665924546, -87.67251693297652)",Pass
RIGO'S GROCERY,Grocery Store,Risk 2 (Medium),60623,9/11/2014,Canvass,41.83893675,-87.71723055,"(41.83893674525578, -87.71723055457336)",Pass w/ Conditions
Gray,School,Risk 1 (High),60641,9/11/2014,Canvass,41.94878107,-87.75715297,"(41.9487810665943, -87.75715297102042)",Fail
DUNLAY'S ON CLARK,Restaurant,Risk 1 (High),60614,9/11/2014,Canvass,41.92960058,-87.64305121,"(41.92960058367002, -87.64305121220876)",Pass
HA{PPY KIDS PRESCHOOL & DAYCARE CENTER,Daycare Above and Under 2 Years,Risk 1 (High),60634,9/11/2014,License,41.95299994,-87.77249898,"(41.952999936869986, -87.77249897674953)",Fail
MARQUETTE FOOD,,Risk 3 (Low),60629,9/11/2014,Canvass,41.76443109,-87.69296412,"(41.764431087792644, -87.69296412238828)",Out of Business
FRESH MARKET PLACE,Grocery Store,Risk 3 (Low),60647,9/11/2014,License,41.92093215,-87.68766601,"(41.92093214697868, -87.68766600883245)",Fail
HOTDOG LAND XPRESS,Restaurant,Risk 2 (Medium),60651,9/11/2014,License,41.90234975,-87.75658001,"(41.902349752187845, -87.75658001104232)",Pass
"ST. IGNATIUS COLLEGE PREP, INC.",School,Risk 1 (High),60608,9/11/2014,Canvass,41.86714939,-87.65404495,"(41.86714939253235, -87.65404495354574)",Pass w/ Conditions
SUBWAY,Restaurant,Risk 1 (High),60654,9/11/2014,Canvass,41.89068474,-87.627885,"(41.89068474385759, -87.62788499743118)",Pass w/ Conditions
FRESH MARKET PLACE,Grocery Store,Risk 1 (High),60647,9/11/2014,License,41.92093215,-87.68766601,"(41.92093214697868, -87.68766600883245)",Fail
ANTHONY GROCERY AND DOLLAR,Grocery Store,Risk 3 (Low),60623,9/11/2014,License,41.85156568,-87.71383534,"(41.85156567840713, -87.71383534266239)",Pass
DOROTHY SUTTON BRANCH HEADSTART,Daycare (2 - 6 Years),Risk 1 (High),60619,9/11/2014,License,41.73814999,-87.62404406,"(41.73814999078905, -87.6240440559754)",Pass
"TAKE THE CAKE, INC.",Bakery,Risk 1 (High),60612,9/10/2014,License,41.88602339,-87.66836868,"(41.88602339032062, -87.66836868412021)",Fail
"CIAO BELLA PIZZA & PASTA, INC.",Restaurant,Risk 1 (High),60625,9/10/2014,License Re-Inspection,41.96819486,-87.7222708,"(41.96819485557927, -87.72227079661039)",Fail
BOBY G,Restaurant,Risk 1 (High),60639,9/10/2014,Canvass,41.9189225,-87.7673216,"(41.91892249549356, -87.76732160126718)",No Entry
JA' GRILL,Restaurant,Risk 1 (High),60614,9/10/2014,Canvass,41.91820857,-87.65375769,"(41.91820856763485, -87.65375768752133)",Out of Business
ALCOIRIS INC,Restaurant,Risk 1 (High),60639,9/10/2014,Canvass,41.91705197,-87.72689274,"(41.917051966932796, -87.72689273615504)",Fail
NORTH SIDE CATHOLIC ACADEMY,School,Risk 1 (High),60640,9/10/2014,Canvass,41.98255171,-87.66116688,"(41.98255171207021, -87.6611668770347)",Pass
PEET'S COFFEE & TEA,,All,60654,9/10/2014,License,41.89223372,-87.64061574,"(41.89223372222434, -87.6406157447626)",Fail
THE EASTMAN EGG COMPANY,Restaurant,Risk 1 (High),60606,9/10/2014,License,41.88270035,-87.63663756,"(41.88270035458986, -87.63663755997726)",Pass
WING HOE RESTAURANT,Restaurant,Risk 1 (High),60640,9/10/2014,Canvass,41.97985841,-87.65522996,"(41.979858413283644, -87.65522995685036)",Fail
ROOTSTOCK WINE & BEER BAR,Restaurant,Risk 1 (High),60622,9/10/2014,Canvass,41.89909971,-87.6969333,"(41.89909971202615, -87.69693329902871)",No Entry
ST  SAVA  SCHOOL,School,Risk 1 (High),60631,9/10/2014,Canvass,41.98304467,-87.82800415,"(41.98304467414585, -87.82800415139839)",Fail
Monogramme Events & Catering LLC,Bakery,Risk 2 (Medium),60622,9/10/2014,Canvass,41.90063956,-87.69667798,"(41.90063956353709, -87.69667798280055)",Out of Business
TAKE THE CAKE,Bakery,Risk 1 (High),60612,9/10/2014,Canvass,41.88602339,-87.66836868,"(41.88602339032062, -87.66836868412021)",Fail
POLAK EATERY,Restaurant,Risk 1 (High),60622,9/10/2014,License Re-Inspection,41.90063956,-87.69667798,"(41.90063956353709, -87.69667798280055)",Pass
LA CABANA DE DON LUIS #3,Restaurant,Risk 1 (High),60639,9/10/2014,Canvass,41.93152199,-87.73910664,"(41.93152198835163, -87.73910663902876)",Pass
MEZCAL BIRRIA OCOTLAN,Restaurant,Risk 1 (High),60623,9/10/2014,License Re-Inspection,41.85161473,-87.70875739,"(41.85161472524953, -87.70875738862884)",Pass
DIAMOND GARDEN BANQUET HALL LLC.,Restaurant,Risk 1 (High),60647,9/10/2014,Canvass,41.92446093,-87.71965406,"(41.924460925556524, -87.7196540560389)",No Entry
MIKOS,Restaurant,Risk 2 (Medium),60647,9/10/2014,Canvass,41.92249267,-87.70235877,"(41.92249266994513, -87.70235877406888)",Pass
LATIN PATIO,Restaurant,Risk 1 (High),60634,9/10/2014,Canvass,41.93718566,-87.76630216,"(41.93718565762282, -87.76630216275782)",Pass
LEGACY CAFE AND SUPPER CLUB,,Risk 1 (High),60643,9/10/2014,License,41.67756555,-87.65638237,"(41.677565550357954, -87.65638236856995)",Fail
FLIRTY CUPCAKES,Mobile Food Dispenser,Risk 3 (Low),60607,9/10/2014,License,41.86959707,-87.65234902,"(41.86959706650426, -87.6523490175014)",Fail
"ELBO FOOD MART, INC.,",Grocery Store,Risk 3 (Low),60636,9/10/2014,License,41.77947733,-87.67013473,"(41.77947732730119, -87.67013473289414)",Pass
LAS ISLAS MARIAS,Restaurant,Risk 1 (High),60623,9/10/2014,Canvass,41.84785765,-87.72479531,"(41.84785764883121, -87.72479530523398)",Pass
SUBWAY,Restaurant,Risk 1 (High),60622,9/10/2014,Complaint,41.90329197,-87.67776252,"(41.903291970130745, -87.67776252189817)",Pass
SAM'S FOOD,Grocery Store,Risk 2 (Medium),60636,9/10/2014,Canvass,41.77947733,-87.67013473,"(41.77947732730119, -87.67013473289414)",Out of Business
EASY BAR,Restaurant,Risk 2 (Medium),60622,9/10/2014,Canvass,41.90331076,-87.6766517,"(41.90331075549537, -87.67665169704529)",No Entry
JJ'S GRILL,Restaurant,Risk 1 (High),60619,9/10/2014,Canvass,41.7513221,-87.60935464,"(41.751322101891866, -87.60935463673758)",Out of Business
KIPLING ELEMENTARY SCHOOL,School,Risk 2 (Medium),60620,9/10/2014,Canvass,41.72365391,-87.63948475,"(41.723653906347884, -87.6394847532653)",Pass
SUPER MERCADO LA CHIQUITA,Grocery Store,Risk 1 (High),60623,9/10/2014,Canvass,41.84427912,-87.71455377,"(41.84427912373934, -87.71455376627723)",Pass
ALLIANCE BAKERY,Bakery,Risk 2 (Medium),60622,9/10/2014,Short Form Complaint,41.90338992,-87.67152182,"(41.90338991864267, -87.671521816288)",Pass
JJ'S GRILL,Restaurant,Risk 1 (High),60619,9/10/2014,License,41.7513221,-87.60935464,"(41.751322101891866, -87.60935463673758)",Pass
DISNEY MAGNET,School,Risk 1 (High),60613,9/10/2014,Canvass,41.95680712,-87.6461175,"(41.95680712260342, -87.64611750224417)",Pass
KIDS ARE US LEARNING CENTER,Daycare Combo 1586,Risk 1 (High),60621,9/10/2014,License,41.75849225,-87.63105073,"(41.75849224541273, -87.63105072780108)",Pass
STARBUCKS COFFEE #21751,Restaurant,Risk 2 (Medium),60654,9/10/2014,License,41.8914181,-87.62791476,"(41.89141810118847, -87.62791475607904)",Pass
DUKS RED HOTS,Restaurant,Risk 1 (High),60622,9/10/2014,Short Form Complaint,41.89351342,-87.66736305,"(41.89351341598553, -87.66736304901177)",Pass w/ Conditions
CANNONS JERK,Restaurant,Risk 1 (High),60619,9/10/2014,License Re-Inspection,41.75854888,-87.61340684,"(41.75854888245878, -87.61340684421744)",Pass
HERBAL LIFE,Restaurant,Risk 2 (Medium),60623,9/10/2014,Canvass,41.84030863,-87.73310706,"(41.840308630351636, -87.73310705898443)",Pass w/ Conditions
FLORERIA EL EDEN Y GROCERY,Grocery Store,Risk 1 (High),60623,9/9/2014,Canvass,41.83869584,-87.72058887,"(41.83869584328914, -87.72058887056443)",Fail
ANONG INC.,Restaurant,Risk 1 (High),60647,9/9/2014,Short Form Complaint,41.92755328,-87.69763849,"(41.927553281128986, -87.69763849344159)",Fail
GEJA'S CAFE,Restaurant,Risk 1 (High),60614,9/9/2014,Canvass,41.91844534,-87.63800743,"(41.918445336371185, -87.63800742700411)",No Entry
Lockdown,Restaurant,Risk 1 (High),60622,9/9/2014,Complaint,41.90024592,-87.68710609,"(41.900245924903444, -87.68710608576528)",Fail
PALOMAR CHICAGO,Restaurant,Risk 1 (High),60654,9/9/2014,Canvass,41.89105524,-87.62789763,"(41.89105524147196, -87.62789762934904)",Pass
GAMEKEEPERS,Restaurant,Risk 1 (High),60614,9/9/2014,Canvass,41.91822095,-87.63825245,"(41.918220945312974, -87.63825244587586)",No Entry
The Original Pancake House,Restaurant,Risk 1 (High),60611,9/9/2014,Canvass,41.90168208,-87.62744193,"(41.90168207597354, -87.62744193145738)",Pass
Perkolator,Restaurant,Risk 2 (Medium),60634,9/9/2014,License,41.95314063,-87.77806553,"(41.95314063266225, -87.77806553398021)",Pass
PAKEEZA,Restaurant,Risk 1 (High),60610,9/9/2014,Complaint Re-Inspection,41.90082771,-87.63718892,"(41.900827710854195, -87.63718892231834)",Pass
MILWAUKEE FRESH MARKET,Grocery Store,Risk 2 (Medium),60647,9/9/2014,Canvass,41.93177579,-87.71910284,"(41.93177578799307, -87.7191028381685)",Out of Business
Ben's Bar Be Cue,Restaurant,Risk 1 (High),60639,9/9/2014,Canvass,41.90915796,-87.77445019,"(41.90915795561416, -87.77445018724043)",No Entry
VAN PHAT RESTAURANT,Restaurant,Risk 1 (High),60647,9/9/2014,Canvass,41.9317018,-87.71244866,"(41.93170179647224, -87.71244865583952)",Pass w/ Conditions
TWIN ANCHORS,Restaurant,Risk 1 (High),60614,9/9/2014,Canvass,41.9126872,-87.63849057,"(41.912687204698344, -87.63849056944863)",Pass
NEW CHINATOWN RESTAURANT,Restaurant,Risk 1 (High),60616,9/9/2014,Canvass,41.85273709,-87.63236961,"(41.852737087892734, -87.63236961423742)",Fail
ROBERT N. DETT ELEMENTARY,School,Risk 1 (High),60612,9/9/2014,Canvass,41.87984242,-87.68031236,"(41.87984242005669, -87.68031236344497)",Pass
J. PATRICK'S,Restaurant,Risk 1 (High),60622,9/9/2014,Complaint,41.89330889,-87.66216684,"(41.893308892207564, -87.66216684384946)",Fail
UNCLE REMUS CHICKEN,Restaurant,Risk 1 (High),60639,9/9/2014,Canvass,41.90976453,-87.7433763,"(41.90976452703277, -87.74337629570627)",Fail
PALOMAR CHICAGO,Restaurant,Risk 1 (High),60654,9/9/2014,Canvass,41.89105524,-87.62789763,"(41.89105524147196, -87.62789762934904)",Fail
ALEX'S CATERING,TRUCK,,60608,9/9/2014,License,41.84467072,-87.65496222,"(41.84467072147077, -87.6549622241458)",Fail
HYATT PLACE CHICAGO DOWNTOWN RIVER NORTH,Restaurant,Risk 1 (High),60654,9/9/2014,Canvass,41.8909384,-87.63059033,"(41.89093839690263, -87.63059033456759)",Pass
ALOFT HOTEL CHICAGO CITY CENTER,Restaurant,Risk 3 (Low),60654,9/9/2014,Canvass,41.8913716,-87.63097245,"(41.891371598247204, -87.63097244919902)",Pass
PIKO STREET KITCHEN,Mobile Food Preparer,Risk 2 (Medium),60193,9/9/2014,License,,,,Pass
GLORIA DEI LUTHERAN CHURCH,School,Risk 1 (High),60638,9/9/2014,Canvass Re-Inspection,41.79647624,-87.76470887,"(41.79647624235257, -87.76470887076745)",Pass
SUPERMERCADOS VILLAVICENCIO,Grocery Store,Risk 2 (Medium),60647,9/9/2014,License Re-Inspection,41.93177579,-87.71910284,"(41.93177578799307, -87.7191028381685)",Pass
STAR LIGHT FOOD MARKET,Grocery Store,Risk 1 (High),60616,9/9/2014,Canvass,41.85205252,-87.63250528,"(41.852052519797155, -87.63250528112087)",Pass
SHINE RESTAURANT,Restaurant,Risk 1 (High),60614,9/9/2014,Canvass,41.92193239,-87.6483366,"(41.921932385038915, -87.64833660258915)",Pass w/ Conditions
BEATRIX,Restaurant,Risk 1 (High),60654,9/9/2014,Canvass,41.89151604,-87.63097642,"(41.89151603889098, -87.63097642048605)",Pass
ANGELS DAY CARE CENTER,Daycare Combo 1586,Risk 1 (High),60625,9/9/2014,Canvass,41.974635,-87.69206571,"(41.97463499934361, -87.69206570765904)",Pass
FLOYD'S PUB,Restaurant,Risk 1 (High),60647,9/9/2014,Canvass,41.91745857,-87.68510264,"(41.917458568356686, -87.6851026411648)",Pass
YUSHO HP,Restaurant,Risk 1 (High),60615,9/9/2014,License,41.7993652,-87.59490016,"(41.79936519578902, -87.59490016475203)",Pass
TED LENART,School,Risk 1 (High),60620,9/9/2014,Canvass,41.74715024,-87.62800231,"(41.74715023888862, -87.6280023108539)",Pass w/ Conditions
SANCHEZ TACOS,Restaurant,Risk 1 (High),60623,9/9/2014,Canvass,41.85095796,-87.72477522,"(41.850957959367854, -87.72477522322536)",Fail
OLIVE GARDEN ITALIAN RESTAURANT,Restaurant,Risk 3 (Low),60618,9/9/2014,License,41.94639767,-87.71732058,"(41.946397665207456, -87.7173205836907)",Fail
YUSHO HP,Restaurant,Risk 1 (High),60615,9/9/2014,License,41.7993652,-87.59490016,"(41.79936519578902, -87.59490016475203)",Pass
CUPCAKE GANGSTERS,Mobile Food Dispenser,Risk 3 (Low),60621,9/9/2014,License,41.77986317,-87.64452788,"(41.7798631678725, -87.6445278756232)",Pass
PIZZA WINGS AND THINGS INC.,Restaurant,Risk 1 (High),60639,9/9/2014,Canvass,41.90936169,-87.75811697,"(41.90936168548472, -87.75811696605399)",Out of Business
BARI,Grocery Store,Risk 1 (High),60622,9/9/2014,Complaint,41.89121012,-87.65556024,"(41.89121012123361, -87.65556024140177)",Pass w/ Conditions
LEZ ENFANTS ACADEMY INC.,Children's Services Facility,Risk 1 (High),60621,9/9/2014,License,41.76306826,-87.6442121,"(41.763068264471286, -87.64421210267354)",Pass
ALEEN FOOD MART INC,Grocery Store,Risk 2 (Medium),60628,9/9/2014,Canvass,41.68534505,-87.62994825,"(41.6853450490904, -87.62994825488515)",Out of Business
AVENUE FOOD MAR INC,Grocery Store,Risk 1 (High),60634,9/9/2014,Canvass,41.93823738,-87.79776035,"(41.938237375991335, -87.79776034825164)",Pass
THE QUARRY EVENT CENTER,Restaurant,Risk 1 (High),60649,9/9/2014,Canvass,41.75888652,-87.56565795,"(41.75888651800864, -87.56565795329745)",Pass
APOLLO'S 2000,Restaurant,Risk 1 (High),60623,9/9/2014,Canvass,41.85174848,-87.6985833,"(41.85174848380867, -87.69858330280414)",No Entry
OLIVE GARDEN ITALIAN RESTAURANT,Restaurant,Risk 1 (High),60618,9/9/2014,License,41.94639767,-87.71732058,"(41.946397665207456, -87.7173205836907)",Fail
PRINCETON FOODS,Grocery Store,Risk 2 (Medium),60628,9/9/2014,License,41.68534505,-87.62994825,"(41.6853450490904, -87.62994825488515)",Pass
CENTRAL BAKERY,Bakery,Risk 2 (Medium),60647,9/9/2014,Canvass,41.92226235,-87.69748457,"(41.92226234529546, -87.69748457198632)",Pass w/ Conditions
SHELL,Grocery Store,Risk 3 (Low),60623,9/9/2014,Canvass Re-Inspection,41.84440733,-87.70509985,"(41.844407330022506, -87.70509984940453)",Pass
LUCY'S PALETERIA Y NEVERIA FRUITLANDIA,Restaurant,Risk 1 (High),60623,9/9/2014,Canvass Re-Inspection,41.84407073,-87.7297231,"(41.84407072563351, -87.72972310424916)",Pass
ARAMI GO!,Restaurant,Risk 1 (High),60611,9/9/2014,Canvass,41.8924552,-87.62233924,"(41.89245520082696, -87.62233923814819)",Out of Business
LE PASSAGE,Restaurant,Risk 1 (High),60611,9/9/2014,Canvass,41.90024876,-87.62711776,"(41.90024875525889, -87.62711775843795)",Out of Business
ST. THOMAS OF CANTERBURY PARISH,School,Risk 1 (High),60640,9/9/2014,Canvass,41.96990725,-87.65609086,"(41.96990725376681, -87.65609085725133)",Pass w/ Conditions
Aquarius Club & Restaurant,Restaurant,Risk 1 (High),60639,9/9/2014,Canvass,41.92617421,-87.72667174,"(41.92617421263268, -87.72667173585529)",Pass
MONTGOMERY CLUB,Restaurant,Risk 1 (High),60654,9/9/2014,Canvass,41.89560871,-87.64157917,"(41.89560870567257, -87.64157916536797)",No Entry
LOEWS THEATERS WEBSTER PLACE,,Risk 3 (Low),60614,9/9/2014,Canvass,41.92149262,-87.6659985,"(41.92149262198601, -87.6659984982567)",Out of Business
Lake Shore Groceries,Grocery Store,Risk 1 (High),60611,9/8/2014,Canvass,41.89928099,-87.61889451,"(41.899280990919685, -87.61889451230181)",Pass
PEET'S COFFEE & TEA,,Risk 2 (Medium),60605,9/8/2014,License,41.8717299,-87.62597542,"(41.8717298990094, -87.6259754174694)",Fail
WALMART #5781,Grocery Store,Risk 1 (High),60620,9/8/2014,Short Form Complaint,41.74257762,-87.63393693,"(41.742577617335286, -87.6339369306883)",Pass
FRIENDSHIP ON THE LAKE,Restaurant,Risk 1 (High),60601,9/8/2014,Canvass,41.88575165,-87.61292611,"(41.88575164585066, -87.6129261108629)",No Entry
LEE'S GARDEN CHINESE FOOD,Restaurant,Risk 1 (High),60639,9/8/2014,Canvass,41.90990784,-87.73292549,"(41.909907840247435, -87.73292548659066)",Fail
SARPINO'S PIZZERIA,Restaurant,Risk 1 (High),60614,9/8/2014,Canvass,41.93246181,-87.65783275,"(41.9324618093209, -87.65783274822834)",Pass w/ Conditions
RAMMY INC,Restaurant,Risk 2 (Medium),60652,9/8/2014,Canvass,41.75466012,-87.74138476,"(41.75466012439374, -87.74138475860521)",Out of Business
GREAT FALAFEL,Restaurant,Risk 1 (High),60614,9/8/2014,Canvass,41.93297686,-87.64149609,"(41.93297686391123, -87.64149608965117)",Out of Business
DAVIDS TEA,Restaurant,Risk 2 (Medium),60647,9/8/2014,Canvass,41.91185069,-87.67734896,"(41.91185068959681, -87.677348964623)",Pass w/ Conditions
LA CASA DEL PUEBLO INC,Grocery Store,Risk 1 (High),60608,9/8/2014,Canvass,41.85745275,-87.66168833,"(41.85745274639578, -87.66168833106371)",Fail
LA LUNA GROCERY,Grocery Store,Risk 2 (Medium),60639,9/8/2014,Canvass,41.9172123,-87.73151092,"(41.91721229711406, -87.73151091917421)",Pass
T INCOM YUM RICE & NOODLE,Restaurant,Risk 1 (High),60657,9/8/2014,License,41.93800688,-87.64475457,"(41.938006880423615, -87.6447545707008)",Fail
STARBUCKS COFFEE #2492,Restaurant,Risk 2 (Medium),60647,9/8/2014,Canvass,41.92789617,-87.6973568,"(41.927896171181466, -87.69735679904315)",Pass
ONE STOP SHOP FOOD MART,Grocery Store,Risk 2 (Medium),60628,9/8/2014,License,41.68927882,-87.62115619,"(41.68927882135494, -87.62115618968048)",Fail
CEMITAS PUEBLA,Restaurant,Risk 3 (Low),60607,9/8/2014,License,41.88668169,-87.64826444,"(41.88668168821072, -87.6482644410247)",Fail
